,Unnamed: 0,SV_Clock_Bias,SV_Clock_Drift,SV_Clock_Drift_Rate,IODE,Crs,Del_n,M0,Cuc,e,Cus,sqrt_A,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_dot,I_dot,Codes,GPS_week,L2_P_Data_flag,SV_accuracy,SV_health,Tgd,IODC,T_Tx,Fit_Interval,Epoch_Time_of_Clock
28,1710,0.0002913652,-9.54969436862e-12,0,21.2557682228,39.776316199499995,5.15872826911e-09,-1.5713087072999998,2.1682134552700003e-06,0.0172148821,3.84163381468e-06,5153.60685868,361800.223887,2.44626502528e-07,0.9521702536,4.488964115909999e-08,0.9477621603,298.635781078,-1.9430148456,-8.358492495999999e-09,3.57896228886e-10,1,1973.0,0,1.8472174844899998e-33,0,-2.04890966415e-08,21.2557682228,354532.097571,0,2017-11-02 10:00:00
29,1770,0.0002913307,-9.54969436862e-12,0,21.756075168899997,44.0178591837,5.31863026422e-09,-1.0862988274,2.48069764328e-06,0.0172148014,4.2298254842e-06,5153.6050391,365400.292152,6.56368834466e-08,0.9521401777,2.90274944998e-07,0.947761999,293.12933787599997,-1.9429590488,-8.64638886914e-09,2.81162590065e-10,1,1973.0,0,3.34620500933e-33,0,-2.04890966415e-08,21.756075168899997,358110.465916,0,2017-11-02 11:00:00
30,1830,0.0002912963,-9.54969436862e-12,0,22.2394631685,48.37739750300001,5.48605771928e-09,-0.9307953727,2.81219630728e-06,0.0172146361,4.66519997513e-06,5153.60333005,368999.415438,-1.49604204106e-07,0.9521099583,5.462393239939999e-07,0.947761683,286.684108025,-1.9429011571,-9e-09,1.92867505822e-10,1,1973.0,0,-7.746264259379999e-33,0,-2.04890966415e-08,22.2394631685,361996.130564,0,2017-11-02 12:00:00
31,1890,0.0002912619,-9.54969436862e-12,0,22.7058772939,51.9812140716,5.6296240663599996e-09,-0.9294774511,3.088e-06,0.017214485800000002,5.05562467489e-06,5153.60200395,372597.434862,-3.51e-07,0.9520795564,7.59761642883e-07,0.947761576,280.936016682,-1.9428520244,-9.237360481610001e-09,1.2087187479600001e-10,1,1973.00000001,0,-3.5524731379e-32,0,-2.04890966415e-08,22.7058772939,366238.648721,0,2017-11-02 13:00:00
32,1950,0.0002912275,-9.54969436862e-12,0,23.157563231999998,54.8503174756,5.74867118389e-09,-1.046062571,3.3083390066900002e-06,0.0172143539,5.3978745726e-06,5153.60103886,376194.562653,-5.34685925952e-07,0.9520489805,9.30401379609e-07,0.9477616924,275.92476939799997,-1.9428113021,-9.474258216e-09,6.53962051542e-11,1,1973.00000002,0,-7.65154348965e-32,0,-2.04890966415e-08,23.157563231999998,370769.227223,0,2017-11-02 14:00:00
33,2010,0.0002911932,-9.54969436862e-12,0,23.5968666961,57.044617417299996,5.8438769697200004e-09,-1.2503133885,3.4767414632199997e-06,0.0172142392,5.69259020526e-06,5153.60040002,379791.027175,-6.98716796294e-07,0.9520182415,1.06e-06,0.9477620314,271.62067087,-1.9427781549,-9.671355316859999e-09,2.5459248953000006e-11,1,1973.00000004,0,-1.2691555672799999e-31,0,-2.04890966415e-08,23.5968666961,375513.927237,0,2017-11-02 15:00:00
34,2070,0.0002911588,-9.54969436862e-12,0,24.0261333996,58.6240235989,5.91591932169e-09,-1.5119925599,3.59670984824e-06,0.0172141407,5.94041210986e-06,5153.60005267,383387.056792,-8.41206190196e-07,0.95198735,1.15041547281e-06,0.947762592,267.994025795,-1.9427517472,-9.828759269689999e-09,7.97582507993e-14,1,1973.00000005,0,-1.82922278789e-31,0,-2.04890966415e-08,24.0261333996,380398.809932,0,2017-11-02 16:00:00
35,2130,0.0002911245,-9.54969436862e-12,0,24.447709055900003,59.6484457226,6e-09,-1.8008627413999998,3.67175305471e-06,0.0172140575,6.1420000000000015e-06,5153.59996208,386982.879868,-9.60252995617e-07,0.9519563168,1.20348101239e-06,0.9477633734,265.015138872,-1.9427312437,-9.94657756002e-09,-1.17235148945e-11,1,1973.00000007,0,-2.4073278299699994e-31,0,-2.04890966415e-08,24.447709055900003,385349.936474,0,2017-11-02 17:00:00
36,2190,0.0002910902,-9.54969436862e-12,0,24.8639393783,60.1777934908,6e-09,-2.0866865893,3.7053799755800003e-06,0.0172139886,6.297936882930001e-06,5153.60009349,390578.724766,-1.054e-06,0.9519251526,1.221e-06,0.9477643748,262.654314797,-1.9427158087,-1e-08,-1.09318184249e-11,1,1973.00000008,0,-2.9654425126599997e-31,0,-2.04890966415e-08,24.8639393783,390293.368032,0,2017-11-02 18:00:00
37,2250,0.0002910559,-9.54969436862e-12,0,25.2771700804,60.2719766056,6e-09,-2.3392267599000003,3.7010995038e-06,0.0172139329,6.4089208253900004e-06,5153.60041214,394174.81985,-1.12041439285e-06,0.9518938681,1.205e-06,0.9477655952,260.881858268,-1.942704607,-1.00638870953e-08,1.47359971744e-12,1,1973.0000001,0,-3.46553865514e-31,0,-2.04890966415e-08,25.2771700804,395155.165774,0,2017-11-02 19:00:00
38,2310,0.0002910216,-9.54969436862e-12,0,25.689746875500003,59.9909047693,6e-09,-2.5282459092,3.66242053231e-06,0.017213889399999998,6.4755731878099995e-06,5153.60088329,397771.393484,-1.15772676059e-06,0.9518624741,1.1570587018299999e-06,0.9477670338,259.668073982,-1.9426968029,-1.00635933112e-08,2.45114915906e-11,1,1973.00000011,0,-3.86958807656e-31,0,-2.04890966415e-08,25.689746875500003,399861.390866,0,2017-11-02 20:00:00
39,2370,0.0002909873,-9.54969436862e-12,0,26.1040154771,59.3944876841,6e-09,-2.6235066937,3.5928519540800005e-06,0.0172138571,6.49853450719e-06,5153.60147219,401368.674033,-1.164e-06,0.9518309813,1.07919692706e-06,0.9477686898,258.983266637,-1.9426915611,-1e-08,5.7200609252399995e-11,1,1973.00000012,0,-4.139562596079999e-31,0,-2.04890966415e-08,26.1040154771,404338.104478,0,2017-11-02 21:00:00
40,2430,0.000290953,-9.54969436862e-12,0,26.5223215984,58.54263505229999,5.8997036017e-09,-2.5947717694,3.49590266206e-06,0.017213835,6.47844532054e-06,5153.60214408,404966.889859,-1.1373092741e-06,0.9517994004,9.732173025959998e-07,0.9477705622,258.79774093099996,-1.942688046,-9.945646067389999e-09,9.85597047609e-11,1,1973.00000012,0,-4.23743403286e-31,0,-2.04890966415e-08,26.5223215984,408511.367776,0,2017-11-02 22:00:00
41,2490,0.0002909187,-9.54969436862e-12,0,26.9470109529,57.495256576,5.82858305628e-09,-2.4118037927,3.3750815492e-06,0.0172138222,6.41594616485e-06,5153.60286422,408566.269326,-1.07577719579e-06,0.9517677421,8.41e-07,0.9477726503,259.08180156,-1.9426854222,-9.82820757867e-09,1.47607530174e-10,1,1973.00000012,0,-4.12517420607e-31,0,-2.04890966415e-08,26.9470109529,412307.241929,0,2017-11-02 23:00:00
42,2550,0.0002908844,-9.54969436862e-12,0,27.380429254099997,56.3122619577,5.73972225975e-09,-2.0443654199,3.23389750845e-06,0.0172138174,6.3116775771300004e-06,5153.60359785,412167.040799,-9.774947447129999e-07,0.9517360172,6.842868708350001e-07,0.9477749531,259.805753223,-1.9426828542,-9.671935826090001e-09,2.0336283755e-10,1,1973.00000011,0,-3.76475493486e-31,0,-2.04890966415e-08,27.380429254099997,415651.788104,0,2017-11-03 00:00:00
43,2610,0.00029085,-9.54969436862e-12,0,27.824922215300003,55.0535608994,5.63379910995e-09,-1.4622193069999998,3.0758594327599997e-06,0.0172138199,6.16628009438e-06,5153.60431022,415769.432641,-8.40560808837e-07,0.9517042364,5.05e-07,0.9477774698,260.93990061700003,-1.9426795066,-9.47693829518e-09,2.64844378946e-10,1,1973.00000009,0,-3.1181480383999997e-31,0,-2.04890966415e-08,27.824922215300003,418471.067469,0,2017-11-03 01:00:00
44,2670,0.00029081560000000003,-9.54969436862e-12,0,28.282835549899996,53.7790631034,5.51149150474e-09,-0.6351281104,2.9044762151e-06,0.0172138285,5.9803942536e-06,5153.60496659,419373.673217,-6.63074276117e-07,0.9516724105,3.05e-07,0.9477801996,262.454548438,-1.9426745438,-9.24332247146e-09,3.3107090642e-10,1,1973.00000006,0,-2.1473253358499997e-31,0,-2.04890966415e-08,28.282835549899996,420691.141191,0,2017-11-03 02:00:00
45,2730,0.0002907812,-9.54969436862e-12,0,28.7565149713,52.548678272,5.37347734194e-09,0.4671455137,2.7232567484e-06,0.0172138423,5.7546605918e-06,5153.605532199998,422979.990889,-4.43134034514e-07,0.9516405501,8.614713947889999e-08,0.9477831415,264.320001386,-1.9426671305,-9e-09,4.01061172031e-10,1,1973.00000002,0,-8.142586463569998e-32,0,-2.04890966415e-08,28.7565149713,422238.070439,0,2017-11-03 03:00:00
46,2790,0.0002907468,-9.54969436862e-12,0,29.247914256999998,51.45362286,5.22154444577e-09,1.836686917,2.53943324308e-06,0.017213856899999998,5.4918384901800014e-06,5153.60597826,426588.514475,-1.81362470693e-07,0.9516086844,-1.47092997456e-07,0.9477862834,266.492719926,-1.9426564528,-8.662933101610001e-09,4.731312749699999e-10,1,1972.99999998,0,8.510679381399999e-32,0,-2.04890966415e-08,29.247914256999998,423071.21071,0,2017-11-03 04:00:00
47,2850,0.0002907123,-9.54969436862e-12,0,29.7499726584,51.3051686318,5.0830089465099996e-09,2.5880856351,2.44587421105e-06,0.0172137939,5.24342074648e-06,5153.60641317,430197.083211,6.35775584633e-08,0.9515772655,-3.28302769733e-07,0.947789352,268.610747223,-1.9426421958,-8.37305487491e-09,5.29436298489e-10,1,1972.99999996,0,1.25438805213e-31,0,-2.04890966415e-08,29.7499726584,423915.687085,0,2017-11-03 05:00:00
48,2910,0.0002906779,-9.54969436862e-12,0,30.2474680108,53.527131243999996,5e-09,1.0653227852,2.60976762711e-06,0.0172135106,5.105761035380001e-06,5153.60707045,433801.414263,1.80680754147e-07,0.9515471233,-3.36e-07,0.9477918382,270.021305983,-1.9426248,-8.20372127949e-09,5.37972469749e-10,1,1973.00000007,0,-2.38573222067e-31,0,-2.04890966415e-08,30.2474680108,426201.030152,0,2017-11-03 06:00:00
49,2970,0.0002906434,-9.54969436862e-12,0,30.7444077504,57.10187051720001,5e-09,-1.967362356,2.94173749542e-06,0.0172130931,5.08826346374e-06,5153.60791317,437400.977947,1.8747296968e-07,0.9515180633,-2.01853277745e-07,0.9477937959,270.69250219099996,-1.9426106278,-8.155711957879999e-09,5.12083039438e-10,1,1973.00000012,0,-4.24510044377e-31,0,-2.04890966415e-08,30.7444077504,429978.691004,0,2017-11-03 07:00:00
50,3030,0.000290609,-9.54969436862e-12,0,31.2622136999,58.6815045078,5e-09,-3.4002385926,3.10587366953e-06,0.0172128477,5.11524305147e-06,5153.60862574,440999.078474,2.26e-07,0.951488893,-1.06e-07,0.9477958228,271.176450673,-1.9426110509,-8.13083858189e-09,5.0856919408e-10,1,1972.99999976,0,8.69186094454e-31,0,-2.04890966415e-08,31.2622136999,433924.88743,0,2017-11-03 08:00:00
51,3090,0.0002905745,-9.54969436862e-12,0,31.772396340100002,58.0886188308,5e-09,-2.6138066798,3.07127132744e-06,0.017212811,5.1986667546199995e-06,5153.60883023,444598.755,2.94251453829e-07,0.9514594042,-6.99393997862e-08,0.9477978423,270.886333857,-1.94261722,-8.13403995824e-09,5.26624247031e-10,1,1972.99999956,0,1.5726013722999999e-30,0,-2.04890966415e-08,31.772396340100002,437485.70515,0,2017-11-03 09:00:00
52,3150,0.00029054,-9.54969436862e-12,0,32.203677189699995,58.3220460375,5.09528845727e-09,-1.5354642065000002,3.11405282626e-06,0.0172127474,5.4371116829999984e-06,5153.60812389,448202.271842,2.45836663478e-07,0.9514303454,4.5e-08,0.9477991093,268.14837960799997,-1.9426009065,-8.27297883479e-09,5.080353101470001e-10,1,1973.00000091,0,-3.23817115575e-30,0,-2.04890966415e-08,32.203677189699995,440935.420126,0,2017-11-03 10:00:00
53,3210,0.0002905056,-9.54969436862e-12,0,32.6660068894,60.1833025971,5.2371293683799994e-09,-1.0504091591,3.31030903146e-06,0.0172125771,5.82010486493e-06,5153.60668853,451804.002053,5.6166491087800003e-08,0.9514008338,2.6432167870100005e-07,0.9477995722,263.068314723,-1.9425582678,-8.54707653044e-09,4.4268587930500006e-10,1,1973.00000164,0,-5.8658954448099995e-30,0,-2.04890966415e-08,32.6660068894,444514.488397,0,2017-11-03 11:00:00
54,3270,0.0002904711,-9.54969436862e-12,0,33.4443210461,62.1699709655,5.385700927759999e-09,-0.8947613021999999,3.52551190234e-06,0.0172123867,6.22683652047e-06,5153.60527524,455390.827191,-1.73368725408e-07,0.9513683831,4.95e-07,0.9477998881,257.53944495400003,-1.9425102611,-8.84529864507e-09,3.70239411842e-10,1,1972.9999962,0,1.35791968013e-29,0,-2.04890966415e-08,33.4443210461,448388.434121,0,2017-11-03 12:00:00
55,3330,0.0002904366,-9.54969436862e-12,0,34.6371507312,63.503668106099994,5.51189476644e-09,-0.8933289949,3.68865004327e-06,0.0172122229,6.59351230804e-06,5153.60425883,458958.048691,-3.8722780471700003e-07,0.951332102,6.87660751793e-07,0.9478004085,252.553961798,-1.9424679802,-9.10840604688e-09,3.11675444539e-10,1,1972.99998258,0,6.227483377239999e-29,0,-2.04890966415e-08,34.6371507312,452605.396755,0,2017-11-03 13:00:00
56,3390,0.0002904021,-9.54969436862e-12,0,36.148646990799996,64.2317775288,5.61521818063e-09,-1.0098317048999998,3.80152368754e-06,0.0172120854,6.91826764648e-06,5153.60361229,462509.730138,-5.81294177851e-07,0.9512927671,8.41859043105e-07,0.947801148,248.123367823,-1.9424315563,-9.33386448749e-09,2.67085762121e-10,1,1972.99996247,0,1.3413151362399998e-28,0,-2.04890966415e-08,36.148646990799996,457099.172818,0,2017-11-03 14:00:00
57,3450,0.0002903676,-9.54969436862e-12,0,37.8745095654,64.4375856372,5.69642262588e-09,-1.2140285135,3.8690987914699986e-06,0.0172119716,7.2019305529e-06,5153.60329116,466050.316081,-7.536871285310002e-07,0.9512512273,9.59203117979e-07,0.9478021067,244.216526946,-1.9424006439,-9.52160514828e-09,2.35653986181e-10,1,1972.99993776,0,2.22482898422e-28,0,-2.04890966415e-08,37.8745095654,461798.587398,0,2017-11-03 15:00:00
58,3510,0.0002903331,-9.54969436862e-12,0,39.7104381954,64.20437883470001,5.75625955776e-09,-1.4756785019,3.89634131135e-06,0.017211878899999998,7.44532904442e-06,5153.60325097,469584.25106899993,-9.025259404780001e-07,0.9512083316,1.04131892305e-06,0.9478032845,240.80230308400002,-1.9423748978,-9.67155921061e-09,2.1656373831099998e-10,1,1972.99991029,0,3.2066265023499996e-28,0,-2.04890966415e-08,39.7104381954,466632.46558,0,2017-11-03 16:00:00
59,3570,0.0002902986,-9.54969436862e-12,0,41.5521326214,63.61544352479999,5.79548043183e-09,-1.7645407515,3.88821720349e-06,0.0172118049,7.64929113814e-06,5153.60344725,473115.979653,-1.02592989741e-06,0.9511649291,1.08983240495e-06,0.9478046812,237.849560155,-1.9423539726,-9.78365785584e-09,2.08998640102e-10,1,1972.99988193,0,4.22004431129e-28,0,-2.04890966415e-08,41.5521326214,471529.632451,0,2017-11-03 17:00:00
60,3630,0.0002902641,-9.54969436862e-12,0,43.2952925839,62.7540661108,5.8148367036399995e-09,-2.0503743434,3.8496924242e-06,0.017211747,7.814644851189999e-06,5153.60383553,476649.94638,-1.122e-06,0.9511218686,1.1063695103100001e-06,0.947806297,235.327162077,-1.9423375229,-9.857832265330001e-09,2.12142313149e-10,1,1972.99985456,0,5.19841903171e-28,0,-2.04890966415e-08,43.2952925839,476418.913097,0,2017-11-03 18:00:00
61,3690,0.0002902295,-9.54969436862e-12,0,44.8356178235,61.7035329963,5.81507982875e-09,-2.3029383589,3.78573292977e-06,0.0172117028,7.94221820067e-06,5153.60437135,480190.595801,-1.18891038114e-06,0.9510799993,1.09255618576e-06,0.9478081317,233.203972767,-1.9423252033,-9.89401362044e-09,2.25178379041e-10,1,1972.99983004,0,6.0750872842799985e-28,0,-2.04890966415e-08,44.8356178235,481229.132605,0,2017-11-03 19:00:00
62,3750,0.000290195,-9.54969436862e-12,0,46.0688080805,60.5471305847,5.79696126272e-09,-2.4919918794,3.70130467651e-06,0.0172116698,8.03283920369e-06,5153.60501024,483742.372465,-1.2247254753700002e-06,0.95104017,1.05e-06,0.9478101853,231.448856143,-1.9423166684,-9.89213310254e-09,2.47290459373e-10,1,1972.99981022,0,6.78338568967e-28,0,-2.04890966415e-08,46.0688080805,485889.116061,0,2017-11-03 20:00:00
63,3810,0.0002901605,-9.54969436862e-12,0,46.8905630956,59.3681452794,5.76123246112e-09,-2.587293986,3.6013736207199996e-06,0.0172116453,8.08733587737e-06,5153.60570772,487309.720921,-1.22758284947e-06,0.9510032298,9.8038203349e-07,0.9478124578,230.03067612200002,-1.9423115729,-9.85212189299e-09,2.7766217573599995e-10,1,1972.99979698,0,7.256650868539999e-28,0,-2.04890966415e-08,46.8905630956,490327.688552,0,2017-11-03 21:00:00
64,3870,0.0002901259,-9.54969436862e-12,0,47.1965826093,58.2498634839,5.7086448795e-09,-2.55860376,3.49090571871e-06,0.017211627,8.10653623881e-06,5153.60641934,490897.085718,-1.19560178717e-06,0.9509700278,8.85273099031e-07,0.947814949,228.918296622,-1.9423095714,-9.77391117314e-09,3.15477149722e-10,1,1972.99979218,0,7.428219441579998e-28,0,-2.04890966415e-08,47.1965826093,494473.675164,0,2017-11-03 22:00:00
65,3930,0.0002900914,-9.54969436862e-12,0,46.882566362,57.2755716016,5.63994997341e-09,-2.3756802827000003,3.37486692677e-06,0.017211612299999998,8.09126830514e-06,5153.60710063,494508.911406,-1.12690157219e-06,0.9509414128,7.663175212010001e-07,0.947817659,228.08058156099997,-1.9423103185,-9.65743212437e-09,3.5991900292300004e-10,1,1972.99979768,0,7.231428029439997e-28,0,-2.04890966415e-08,46.882566362,498255.900984,0,2017-11-03 23:00:00
66,3990,0.0002900569,-9.54969436862e-12,0,45.8442140942,56.528556036000005,5.55589919843e-09,-2.0082826353,3.25822320122e-06,0.0172115987,8.042360093460001e-06,5153.60770711,498149.642533,-1.01960148824e-06,0.9509182338,6.25141246634e-07,0.9478205877,227.486394855,-1.9423134688,-9.502615928020001e-09,4.10171356932e-10,1,1972.99981536,0,6.5996132528e-28,0,-2.04890966415e-08,45.8442140942,501603.191098,0,2017-11-04 00:00:00
67,4050,0.0002900223,-9.54969436862e-12,0,43.977225546599996,56.09210319060001,5.45724401011e-09,-1.4261698991,3.14594049836e-06,0.0172115837,7.96063962089e-06,5153.60819432,501823.72365,-8.71820819051e-07,0.95090134,4.63370221962e-07,0.9478237351,227.104600423,-1.942318677,-9.30939376548e-09,4.65417833342e-10,1,1972.99984707,0,5.46611173232e-28,0,-2.04890966415e-08,43.977225546599996,504444.370593,0,2017-11-04 01:00:00
68,4110,0.0002899878,-9.54969436862e-12,0,41.1773004596,56.0494994686,5.344735864e-09,-0.5991011554,3.043e-06,0.0172115647,7.84693490454e-06,5153.60851779,505535.5993060001,-6.816788483430001e-07,0.9508915802,2.8263039382e-07,0.9478271011,226.90406218299998,-1.9423255977,-9.07769681809e-09,5.248420537430002e-10,1,1972.99989469,0,3.7642600886800006e-28,0,-2.04890966415e-08,41.1773004596,506708.264555,0,2017-11-04 02:00:00
69,4170,0.0002899533,-9.54969436862e-12,0,37.3401385736,56.4840312737,5.21912621567e-09,0.5031645146,2.95432198591e-06,0.0172115394,7.70207396152e-06,5153.60863305,509289.714049,-4.4729485983599995e-07,0.9508898035,8.45477088396e-08,0.9478306857,226.85364405099997,-1.9423338855,-8.80745626722e-09,5.87627639729e-10,1,1972.99996007,0,1.42739494254e-28,0,-2.04890966415e-08,37.3401385736,508323.69807,0,2017-11-04 03:00:00
70,4230,0.0002899188,-9.54969436862e-12,0,32.5719888104,57.4840921071,5.0820871255400006e-09,1.8727155533,2.887e-06,0.0172115034,7.5280685308699985e-06,5153.60850627,513082.872362,-1.69698157599e-07,0.9508953746,-1.2673506295e-07,0.9478344771,226.93111551299998,-1.942342998,-8.50085315748e-09,6.5232233632e-10,1,1973.00004174,0,-1.49192161006e-28,0,-2.04890966415e-08,32.5719888104,509253.05588100007,0,2017-11-04 04:00:00
71,4290,0.0002898844,-9.54969436862e-12,0,31.8217312564,59.25553871979999,5e-09,2.6241334467,2.8954085880200002e-06,0.0172114134,7.35415595625e-06,5153.60834794,516736.157194,8.315148632539999e-08,0.9508735218,-2.89188213437e-07,0.9478381968,227.319074116,-1.9423478604,-8.21181538835e-09,7.02848727368e-10,1,1973.00006152,0,-2.1989415397999998e-28,0,-2.04890966415e-08,31.8217312564,510230.594811,0,2017-11-04 05:00:00
72,4350,0.00028985,-9.54969436862e-12,0,44.267725058,62.0625399045,4.88453438423e-09,1.1013807976,3.07347419759e-06,0.017211193,7.23515917612e-06,5153.60859368,519936.908169,1.8337146358299999e-07,0.9507636206,-2.8940974985e-07,0.9478413231,228.378237447,-1.9423395406,-8e-09,7.10072498355e-10,1,1972.99988299,0,4.18218722189e-28,0,-2.04890966415e-08,44.267725058,512693.121621,0,2017-11-04 06:00:00
73,4410,0.0002898155,-9.54969436862e-12,0,65.1963801327,64.8138937657,4.86938020595e-09,-1.9313065871,3.333e-06,0.0172109062,7.189364626910001e-06,5153.60924626,523330.323727,1.61344673844e-07,0.9506940838,-1.6131788467300001e-07,0.9478438805,229.863944176,-1.9423244419,-8e-09,6.80293502411e-10,1,1972.9997918,0,7.44165865631e-28,0,-2.04890966415e-08,65.1963801327,516516.59341400006,0,2017-11-04 07:00:00
74,4470,0.0002897809,-9.54969436862e-12,0,76.4821109575,65.1627209313,4.87549614019e-09,-3.3641856143,3.4126292418400007e-06,0.0172107495,7.19879839723e-06,5153.60987136,528362.7449609999,2.0024606041600002e-07,0.9509511639,-8.14104933226e-08,0.947846423,230.92556360700002,-1.9423235219,-8e-09,6.543126384740001e-10,1,1973.00042628,0,-1.5236827277499999e-27,0,-2.04890966415e-08,76.4821109575,520060.770136,0,2017-11-04 08:00:00
75,4530,0.0002897462,-9.54969436862e-12,0,75.2677482127,63.113397936300004,4.90066843613e-09,-2.5777481889,3.29825001395e-06,0.0172107191,7.2774237189e-06,5153.61016081,532742.297896,2.9743804955900004e-07,0.9510776954,-6.57806930053e-08,0.9478488758,230.87700465,-1.942335933,-8e-09,6.384121047040002e-10,1,1973.00077127,0,-2.7567693085399997e-27,0,-2.04890966415e-08,75.2677482127,523414.969032,0,2017-11-04 09:00:00
76,4590,0.0002897116,-9.54969436862e-12,0,74.194456112,61.0097209017,5e-09,-1.499387141,3.22313394583e-06,0.0172106114,7.47e-06,5153.60996481,531012.111987,2.64402348159e-07,0.9499873001,3.1e-08,0.9478505413,229.255933908,-1.9423390518,-8.13775916974e-09,6.03934450402e-10,1,1972.99841187,0,5.67651218881e-27,0,-2.04890966415e-08,74.194456112,528299.797834,0,2017-11-04 10:00:00
